0,-12.0559
10,0.3743329
20,23.375721
30,-0.031631947
40,3.0006652
50,-15.84404
60,1.3074484
70,15.976812
80,17.059025
90,4.6211925
100,-1.1054156
110,20.843494
120,4.3153634
130,5.8595343
140,-3.67074
150,18.557076
160,-0.5499501
170,4.0930004
180,3.6087472
190,-11.161317
200,-14.918037
210,-13.557114
220,0.46693325
230,-1.3408885
240,-10.6058235
250,-9.051639
260,-11.247689
270,-13.3587475
280,-7.3950596
290,3.5314903
300,24.086544
310,4.1267257
320,-14.96261
330,4.207927
340,-0.13404608
350,-4.9500284
360,-0.54259586
370,1.8411098
380,3.2872255
390,3.082325
400,-6.646771
410,-11.910066
420,18.304537
430,0.353961
440,18.49538
450,-9.555882
460,2.8646803
470,-3.960543
480,2.1542547
490,-10.309023
500,3.939148
510,5.7196984
520,3.188675
530,16.524878
540,15.60734
550,21.391634
560,22.433376
570,19.801407
580,19.921522
590,26.540384
600,30.759281
610,28.170153
620,14.817277
630,21.148829
640,38.06462
650,28.671831
660,24.778042
670,35.816208
680,49.19001
0,-13.842943
10,6.6922464
20,2.967675
30,-18.901566
40,4.0102034
50,39.490456
60,2.5554938
70,4.804966
80,-14.404647
90,39.383648
100,3.8757677
110,4.261027
120,-19.474522
130,41.265533
140,-16.2051
150,1.6363106
160,-12.507745
170,0.6641209
180,9.395188
190,40.664406
200,1.2221923
210,-9.224028
220,-9.179591
230,1.703865
240,-8.542837
250,7.323359
260,46.00363
270,1.1674137
280,47.252388
290,1.164084
300,8.834047
310,41.231567
320,-1.8195429
330,-16.202976
340,38.34024
350,4.755985
360,1.2427716
370,4.8727827
380,-3.5410562
390,-17.703636
400,36.78347
410,-13.927356
420,-0.29095364
430,-13.312113
440,37.220543
450,41.32184
460,38.41375
470,-13.688246
480,38.955334
490,4.5120482
500,3.3832684
510,3.1088927
520,23.92347
530,43.09484
540,29.374548
550,26.64213
560,17.319698
570,20.480247
580,10.228904
590,21.009964
600,5.219595
610,7.503567
0,-6.087906
10,-6.287117
20,-40.4504
30,6.567486
40,11.666566
50,3.5795689
60,1.7188089
70,-28.533024
80,5.6341095
90,11.384624
100,-9.647792
110,-0.19596243
120,4.5693026
130,9.671494
140,8.078355
150,-32.82785
160,-35.877903
170,7.263214
180,6.7968583
190,1.2065463
200,-32.603947
210,0.38385487
220,-8.692358
230,11.495603
240,6.4522877
250,7.248395
260,-3.0937996
270,2.7743952
280,-5.0554075
290,-6.168626
300,-7.2834296
310,-34.277584
320,12.171959
330,-5.8493433
340,6.6202784
350,2.6715298
360,0.9573424
370,2.5517015
380,6.1769714
390,-6.087906
400,9.691766
410,-6.16654
420,10.535034
430,-5.7741885
440,10.351881
450,1.855222
460,4.676194
470,1.7624515
480,-26.6703
490,-25.14019
500,3.104556
510,8.844593
520,13.883667
530,17.08297
540,13.767718
550,8.905462
560,10.057991
570,18.068932
580,19.824045
590,19.131592
600,20.473625
610,16.46171
620,12.563211
630,24.123955
640,9.417987
650,20.349997
660,19.32056
670,16.733631
680,19.29953
690,18.405184
700,21.93225
0,10.4319515
10,10.967951
20,10.8228
30,6.433581
40,11.039392
50,22.496288
60,16.592033
70,15.420307
80,10.754201
90,13.61141
100,15.752392
110,13.241365
120,15.984647
130,-13.93064
140,24.538404
150,13.470741
160,11.365552
170,19.588772
180,13.351818
190,7.8127737
200,26.834337
210,14.697496
220,33.83165
230,12.088913
240,-19.516356
250,-15.9392605
260,26.579514
270,12.685434
280,13.578414
290,8.362092
300,13.571157
310,28.107319
320,16.486164
330,14.533171
340,12.737946
350,19.3718
360,10.535171
370,11.614675
380,27.641188
390,-16.387934
400,14.368467
410,11.282581
420,10.310839
430,13.092514
440,24.66025
450,15.748817
460,25.84753
470,14.877158
480,16.495602
490,-13.75564
500,16.88275
0,-1.2044659
10,-36.310337
20,24.699177
30,3.5483656
40,-32.96058
50,-1.5688486
60,-34.32157
70,-30.650433
80,8.7321415
90,-34.721413
100,-34.282715
110,29.942915
120,25.348137
130,3.2716904
140,2.6362848
150,-1.5483081
160,11.059645
170,6.8659663
180,-27.21529
190,5.189449
200,-24.587631
210,-33.60894
220,24.332323
230,10.977432
240,33.84161
250,4.1746883
260,29.952423
270,-33.10537
280,2.88597
290,13.005862
300,6.856818
310,-20.363314
320,24.51647
330,26.833626
340,6.284556
350,3.6710153
360,-19.828262
370,1.7097893
380,34.91381
390,-28.472702
400,5.8041162
410,5.238269
420,-23.38794
430,9.147589
440,-23.994259
450,26.836798
460,1.9262152
470,7.6787763
480,-40.476223
490,35.567917
500,-20.540836
0,7.9278603
10,37.838356
20,37.130493
30,32.637283
40,27.934858
50,25.733288
60,-1.3839121
70,7.849247
80,-10.154522
90,-0.08614731
100,-13.159777
110,11.860731
120,36.375122
130,2.992569
140,-0.005452156
150,28.094858
160,4.663873
170,-6.915449
180,35.453537
190,37.658924
200,4.8578367
210,2.3806305
220,2.2071552
230,-1.5857563
240,-1.2979555
250,39.9138
260,1.7771711
270,-3.864791
280,31.720598
290,37.533386
300,-2.998242
310,6.764135
320,7.5668716
330,27.02931
340,4.931343
350,0.62870026
360,-12.907373
370,35.896645
380,-16.268303
390,-9.887251
400,8.437819
410,-9.596821
420,1.9564958
430,30.384254
440,-5.5184193
450,30.369503
460,38.04603
470,-0.6680422
480,7.2672186
490,-13.601394
500,26.565739
510,26.262163
520,38.17974
530,22.920708
540,22.415062
550,19.810179
560,12.053944
570,6.213446
580,25.15417
590,33.417732
600,33.106243
610,39.619843
620,39.137123
630,44.31519
640,40.345394
650,23.308588
660,27.483274
0,8.854165
10,1.3334599
20,26.964775
30,3.3981752
40,8.839539
50,21.490099
60,-14.786346
70,-2.3778057
80,1.344502
90,8.888918
100,-16.666101
110,24.291039
120,-38.10754
130,24.547585
140,7.061162
150,-35.46663
160,-9.005726
170,5.99656
180,-18.361328
190,5.121233
200,26.492579
210,-4.401481
220,-39.265404
230,-14.299938
240,-16.23659
250,11.140068
260,1.1821346
270,-38.75802
280,21.218285
290,14.938524
300,-25.013643
310,26.561455
320,-5.7551556
330,22.453758
340,2.7426338
350,1.7406149
360,4.4563055
370,24.285322
380,2.0732212
390,-17.516111
400,-17.367908
410,-4.1477165
420,4.9166765
430,-0.072155
440,26.028881
450,27.013138
460,27.346191
470,0.4484806
480,27.858963
490,3.4256535
500,-41.175297
510,-1.0831546
520,25.623066
530,27.108248
540,26.40133
550,17.350487
560,7.1586485
570,16.969877
580,15.437605
590,21.204567
600,17.654003
610,27.335535
620,17.540092
630,25.22368
640,5.4382815
650,26.253468
660,22.171547
670,30.470243
680,30.38216
690,25.729393
700,33.059944
710,24.95588
720,28.459114
730,30.428299
740,28.838675
750,28.334265
760,24.904722
770,42.01854
780,28.746193
790,28.394249
800,29.588747
810,37.07812
820,35.782074
830,27.3319
840,38.525043
850,34.92654
860,35.60971
870,36.881958
880,53.470615
890,55.214832
900,33.05366
910,60.1465
920,42.73185
930,35.729416
940,37.05402
950,42.102417
960,56.89392
970,49.935738
980,37.74466
990,49.396458
1000,41.991505
1010,53.031807
1020,61.31272
1030,56.512074
1040,49.257683
1050,58.573868
1060,71.52904
1070,55.570713
1080,58.121788
1090,52.56201
1100,54.0635
1110,54.84751
1120,57.318443
1130,48.966503
1140,53.439594
1150,67.98439
1160,52.658867
1170,61.260746
1180,61.655315
1190,63.561886
1200,62.12567
1210,52.30254
1220,55.86171
1230,57.014454
1240,57.61663
1250,64.29651
1260,63.86113
1270,58.09934
1280,67.387054
1290,73.60885
1300,88.55575
1310,68.40459
1320,69.4008
1330,67.17155
1340,78.58669
1350,79.47679
1360,87.09253
1370,63.397537
1380,75.645035
1390,73.2104
1400,66.70325
1410,71.45068
1420,75.14662
1430,62.448082
1440,83.777466
1450,74.38135
0,-10.789356
10,-11.191284
20,35.512283
30,-16.456476
40,-14.719684
50,-8.410748
60,-9.411102
70,-13.746921
80,-16.812313
90,-9.699381
100,-5.598178
110,-12.330559
120,1.8711052
130,-13.026507
140,-7.5322943
150,32.577225
160,32.04469
170,-14.443386
180,31.485178
190,-5.118582
200,-8.955241
210,35.39568
220,-10.133052
230,27.48348
240,-12.269838
250,33.536865
260,35.264698
270,15.716975
280,0.50688267
290,34.06442
300,14.501968
310,10.729393
320,-10.806095
330,10.407926
340,5.8819046
350,-17.047577
360,8.596692
370,-12.068077
380,-14.598983
390,-9.028539
400,14.5874195
410,-13.144994
420,3.5272331
430,-11.62759
440,-14.664681
450,-9.350321
460,39.10573
470,35.490128
480,32.06001
490,-18.075369
500,35.313667
510,43.826694
520,24.364742
530,35.412838
540,20.39873
550,46.89754
560,27.889462
570,32.023834
